"activity" "subject" "feature" "average value"
"6999" "STANDING" 29 "fBodyAcc-meanFreq()-X" 0.128678489443077
"7000" "STANDING" 29 "fBodyAcc-meanFreq()-Y" 0.00473420032492308
"7001" "STANDING" 29 "fBodyAcc-meanFreq()-Z" 0.174524531548
"7002" "STANDING" 29 "fBodyAccJerk-mean()-X" -0.993736906
"7003" "STANDING" 29 "fBodyAccJerk-mean()-Y" -0.983194980615385
"7004" "STANDING" 29 "fBodyAccJerk-mean()-Z" -0.988541579384615
"7005" "STANDING" 29 "fBodyAccJerk-std()-X" -0.994123423538462
"7006" "STANDING" 29 "fBodyAccJerk-std()-Y" -0.984782782307692
"7007" "STANDING" 29 "fBodyAccJerk-std()-Z" -0.991316374615385
"7008" "STANDING" 29 "fBodyAccJerk-meanFreq()-X" 0.303254910076923
"7009" "STANDING" 29 "fBodyAccJerk-meanFreq()-Y" -0.0558737239646154
"7010" "STANDING" 29 "fBodyAccJerk-meanFreq()-Z" 0.148596745
"7011" "STANDING" 29 "fBodyGyro-mean()-X" -0.974485449538462
"7012" "STANDING" 29 "fBodyGyro-mean()-Y" -0.991586674
"7013" "STANDING" 29 "fBodyGyro-mean()-Z" -0.983654714461538
"7014" "STANDING" 29 "fBodyGyro-std()-X" -0.979162564923077
"7015" "STANDING" 29 "fBodyGyro-std()-Y" -0.989643721230769
"7016" "STANDING" 29 "fBodyGyro-std()-Z" -0.984714226461538
"7017" "STANDING" 29 "fBodyGyro-meanFreq()-X" -0.105103421435385
"7018" "STANDING" 29 "fBodyGyro-meanFreq()-Y" -0.149854192615385
"7019" "STANDING" 29 "fBodyGyro-meanFreq()-Z" -0.0235538798892308
"7020" "STANDING" 29 "fBodyAccMag-mean()" -0.984548094769231
"7021" "STANDING" 29 "fBodyAccMag-std()" -0.982247716
"7022" "STANDING" 29 "fBodyAccMag-meanFreq()" 0.179958311861538
"7023" "STANDING" 29 "fBodyBodyAccJerkMag-mean()" -0.989793892615385
"7024" "STANDING" 29 "fBodyBodyAccJerkMag-std()" -0.990327934615385
"7025" "STANDING" 29 "fBodyBodyAccJerkMag-meanFreq()" 0.388020547984615
"7026" "STANDING" 29 "fBodyBodyGyroMag-mean()" -0.980879722923077
"7027" "STANDING" 29 "fBodyBodyGyroMag-std()" -0.975938728769231
"7028" "STANDING" 29 "fBodyBodyGyroMag-meanFreq()" -0.0723347010092308
"7029" "STANDING" 29 "fBodyBodyGyroJerkMag-mean()" -0.991672052
"7030" "STANDING" 29 "fBodyBodyGyroJerkMag-std()" -0.991516778307692
"7031" "STANDING" 29 "fBodyBodyGyroJerkMag-meanFreq()" 0.219867066
"7032" "STANDING" 30 "tBodyAcc-mean()-X" 0.277112699152542
"7033" "STANDING" 30 "tBodyAcc-mean()-Y" -0.0170163887813559
"7034" "STANDING" 30 "tBodyAcc-mean()-Z" -0.108756209835593
"7035" "STANDING" 30 "tBodyAcc-std()-X" -0.977559426949153
"7036" "STANDING" 30 "tBodyAcc-std()-Y" -0.891654527118644
"7037" "STANDING" 30 "tBodyAcc-std()-Z" -0.912850596949152
"7038" "STANDING" 30 "tGravityAcc-mean()-X" 0.968556705084746
"7039" "STANDING" 30 "tGravityAcc-mean()-Y" -0.100296804186441
"7040" "STANDING" 30 "tGravityAcc-mean()-Z" 0.0243044362542373
"7041" "STANDING" 30 "tGravityAcc-std()-X" -0.996420919152542
"7042" "STANDING" 30 "tGravityAcc-std()-Y" -0.95814576338983
"7043" "STANDING" 30 "tGravityAcc-std()-Z" -0.949207368305085
"7044" "STANDING" 30 "tBodyAccJerk-mean()-X" 0.0752414472033898
"7045" "STANDING" 30 "tBodyAccJerk-mean()-Y" 0.0120860416340678
"7046" "STANDING" 30 "tBodyAccJerk-mean()-Z" 0.00190841458130508
"7047" "STANDING" 30 "tBodyAccJerk-std()-X" -0.968430745254237
"7048" "STANDING" 30 "tBodyAccJerk-std()-Y" -0.957318881355932
"7049" "STANDING" 30 "tBodyAccJerk-std()-Z" -0.968897316101695
"7050" "STANDING" 30 "tBodyGyro-mean()-X" -0.027613853538983
"7051" "STANDING" 30 "tBodyGyro-mean()-Y" -0.0670334379830509
"7052" "STANDING" 30 "tBodyGyro-mean()-Z" 0.0802514754237288
"7053" "STANDING" 30 "tBodyGyro-std()-X" -0.911408517966102
"7054" "STANDING" 30 "tBodyGyro-std()-Y" -0.94070541220339
"7055" "STANDING" 30 "tBodyGyro-std()-Z" -0.93083468440678
"7056" "STANDING" 30 "tBodyGyroJerk-mean()-X" -0.0997160228220339
"7057" "STANDING" 30 "tBodyGyroJerk-mean()-Y" -0.0437759700423729
"7058" "STANDING" 30 "tBodyGyroJerk-mean()-Z" -0.0520307176474576
"7059" "STANDING" 30 "tBodyGyroJerk-std()-X" -0.960119074237288
"7060" "STANDING" 30 "tBodyGyroJerk-std()-Y" -0.968135006271186
"7061" "STANDING" 30 "tBodyGyroJerk-std()-Z" -0.970845670677966
"7062" "STANDING" 30 "tBodyAccMag-mean()" -0.930573574915254
"7063" "STANDING" 30 "tBodyAccMag-std()" -0.916570441355932
"7064" "STANDING" 30 "tGravityAccMag-mean()" -0.930573574915254
"7065" "STANDING" 30 "tGravityAccMag-std()" -0.916570441355932
"7066" "STANDING" 30 "tBodyAccJerkMag-mean()" -0.971225190169491
"7067" "STANDING" 30 "tBodyAccJerkMag-std()" -0.950762271186441
"7068" "STANDING" 30 "tBodyGyroMag-mean()" -0.913890564915254
"7069" "STANDING" 30 "tBodyGyroMag-std()" -0.887247636779661
"7070" "STANDING" 30 "tBodyGyroJerkMag-mean()" -0.972995273898305
"7071" "STANDING" 30 "tBodyGyroJerkMag-std()" -0.955995671864407
"7072" "STANDING" 30 "fBodyAcc-mean()-X" -0.972014050847458
"7073" "STANDING" 30 "fBodyAcc-mean()-Y" -0.919475121186441
"7074" "STANDING" 30 "fBodyAcc-mean()-Z" -0.938089774915254
"7075" "STANDING" 30 "fBodyAcc-std()-X" -0.980426575762712
"7076" "STANDING" 30 "fBodyAcc-std()-Y" -0.885572781694915
"7077" "STANDING" 30 "fBodyAcc-std()-Z" -0.907286793050847
"7078" "STANDING" 30 "fBodyAcc-meanFreq()-X" -0.0532792165508475
"7079" "STANDING" 30 "fBodyAcc-meanFreq()-Y" -0.237859819881356
"7080" "STANDING" 30 "fBodyAcc-meanFreq()-Z" -0.0288534478820339
"7081" "STANDING" 30 "fBodyAccJerk-mean()-X" -0.967857589322034
"7082" "STANDING" 30 "fBodyAccJerk-mean()-Y" -0.957434887457627
"7083" "STANDING" 30 "fBodyAccJerk-mean()-Z" -0.962892627966102
"7084" "STANDING" 30 "fBodyAccJerk-std()-X" -0.972216728644068
"7085" "STANDING" 30 "fBodyAccJerk-std()-Y" -0.960442360508475
"7086" "STANDING" 30 "fBodyAccJerk-std()-Z" -0.973954338305085
"7087" "STANDING" 30 "fBodyAccJerk-meanFreq()-X" 0.0608341046813559
"7088" "STANDING" 30 "fBodyAccJerk-meanFreq()-Y" -0.265980374040678
"7089" "STANDING" 30 "fBodyAccJerk-meanFreq()-Z" -0.0606641528305085
"7090" "STANDING" 30 "fBodyGyro-mean()-X" -0.915742855084746
"7091" "STANDING" 30 "fBodyGyro-mean()-Y" -0.945628836949153
"7092" "STANDING" 30 "fBodyGyro-mean()-Z" -0.937798124576271
"7093" "STANDING" 30 "fBodyGyro-std()-X" -0.911718163220339
"7094" "STANDING" 30 "fBodyGyro-std()-Y" -0.939469774067797
"7095" "STANDING" 30 "fBodyGyro-std()-Z" -0.935176884915254
"7096" "STANDING" 30 "fBodyGyro-meanFreq()-X" -0.393526161
"7097" "STANDING" 30 "fBodyGyro-meanFreq()-Y" -0.302348710389831
"7098" "STANDING" 30 "fBodyGyro-meanFreq()-Z" -0.248631168027119
"7099" "STANDING" 30 "fBodyAccMag-mean()" -0.932047450677966
"7100" "STANDING" 30 "fBodyAccMag-std()" -0.921733233050847
"7101" "STANDING" 30 "fBodyAccMag-meanFreq()" -0.111500209335424
"7102" "STANDING" 30 "fBodyBodyAccJerkMag-mean()" -0.953357615932203
"7103" "STANDING" 30 "fBodyBodyAccJerkMag-std()" -0.946639846949153
"7104" "STANDING" 30 "fBodyBodyAccJerkMag-meanFreq()" 0.0494752816016949
"7105" "STANDING" 30 "fBodyBodyGyroMag-mean()" -0.917449417288136
"7106" "STANDING" 30 "fBodyBodyGyroMag-std()" -0.888872227966102
"7107" "STANDING" 30 "fBodyBodyGyroMag-meanFreq()" -0.318309078220339
"7108" "STANDING" 30 "fBodyBodyGyroJerkMag-mean()" -0.959242165084746
"7109" "STANDING" 30 "fBodyBodyGyroJerkMag-std()" -0.955008564237288
"7110" "STANDING" 30 "fBodyBodyGyroJerkMag-meanFreq()" -0.131720538194746
"7111" "WALKING" 1 "tBodyAcc-mean()-X" 0.277330758736842
"7112" "WALKING" 1 "tBodyAcc-mean()-Y" -0.0173838185273684
"7113" "WALKING" 1 "tBodyAcc-mean()-Z" -0.111148103547368
"7114" "WALKING" 1 "tBodyAcc-std()-X" -0.283740258842105
"7115" "WALKING" 1 "tBodyAcc-std()-Y" 0.114461336747368
"7116" "WALKING" 1 "tBodyAcc-std()-Z" -0.260027902210526
"7117" "WALKING" 1 "tGravityAcc-mean()-X" 0.935223201473684
"7118" "WALKING" 1 "tGravityAcc-mean()-Y" -0.282165021263158
"7119" "WALKING" 1 "tGravityAcc-mean()-Z" -0.068102864
"7120" "WALKING" 1 "tGravityAcc-std()-X" -0.976609642526316
"7121" "WALKING" 1 "tGravityAcc-std()-Y" -0.971305961473684
"7122" "WALKING" 1 "tGravityAcc-std()-Z" -0.947717226105263
"7123" "WALKING" 1 "tBodyAccJerk-mean()-X" 0.0740416333157895
"7124" "WALKING" 1 "tBodyAccJerk-mean()-Y" 0.0282721095884211
"7125" "WALKING" 1 "tBodyAccJerk-mean()-Z" -0.00416840617789474
"7126" "WALKING" 1 "tBodyAccJerk-std()-X" -0.113615602435789
"7127" "WALKING" 1 "tBodyAccJerk-std()-Y" 0.0670025007684211
"7128" "WALKING" 1 "tBodyAccJerk-std()-Z" -0.502699788526316
"7129" "WALKING" 1 "tBodyGyro-mean()-X" -0.041830963526
"7130" "WALKING" 1 "tBodyGyro-mean()-Y" -0.0695300462115789
"7131" "WALKING" 1 "tBodyGyro-mean()-Z" 0.0849448173042105
"7132" "WALKING" 1 "tBodyGyro-std()-X" -0.473535485894737
"7133" "WALKING" 1 "tBodyGyro-std()-Y" -0.0546077686594737
"7134" "WALKING" 1 "tBodyGyro-std()-Z" -0.344266629473684
"7135" "WALKING" 1 "tBodyGyroJerk-mean()-X" -0.0899975423705263
"7136" "WALKING" 1 "tBodyGyroJerk-mean()-Y" -0.0398428709463158
"7137" "WALKING" 1 "tBodyGyroJerk-mean()-Z" -0.0461309295021053
"7138" "WALKING" 1 "tBodyGyroJerk-std()-X" -0.207421854757895
"7139" "WALKING" 1 "tBodyGyroJerk-std()-Y" -0.304468510631579
"7140" "WALKING" 1 "tBodyGyroJerk-std()-Z" -0.404255452631579
"7141" "WALKING" 1 "tBodyAccMag-mean()" -0.136971176556842
"7142" "WALKING" 1 "tBodyAccMag-std()" -0.219688645631579
"7143" "WALKING" 1 "tGravityAccMag-mean()" -0.136971176556842
"7144" "WALKING" 1 "tGravityAccMag-std()" -0.219688645631579
"7145" "WALKING" 1 "tBodyAccJerkMag-mean()" -0.141428809031579
"7146" "WALKING" 1 "tBodyAccJerkMag-std()" -0.0744717500625263
"7147" "WALKING" 1 "tBodyGyroMag-mean()" -0.160979552536842
"7148" "WALKING" 1 "tBodyGyroMag-std()" -0.186978364526316
"7149" "WALKING" 1 "tBodyGyroJerkMag-mean()" -0.298703679084211
"7150" "WALKING" 1 "tBodyGyroJerkMag-std()" -0.325324878894737
"7151" "WALKING" 1 "fBodyAcc-mean()-X" -0.202794306326316
"7152" "WALKING" 1 "fBodyAcc-mean()-Y" 0.0897127264021053
"7153" "WALKING" 1 "fBodyAcc-mean()-Z" -0.331560117789474
"7154" "WALKING" 1 "fBodyAcc-std()-X" -0.319134719578947
"7155" "WALKING" 1 "fBodyAcc-std()-Y" 0.056040006846
"7156" "WALKING" 1 "fBodyAcc-std()-Z" -0.279686751494737
"7157" "WALKING" 1 "fBodyAcc-meanFreq()-X" -0.207548374494737
"7158" "WALKING" 1 "fBodyAcc-meanFreq()-Y" 0.113093646103158
"7159" "WALKING" 1 "fBodyAcc-meanFreq()-Z" 0.0497265196172632
"7160" "WALKING" 1 "fBodyAccJerk-mean()-X" -0.170546964549579
"7161" "WALKING" 1 "fBodyAccJerk-mean()-Y" -0.0352255241130632
"7162" "WALKING" 1 "fBodyAccJerk-mean()-Z" -0.468999224631579
"7163" "WALKING" 1 "fBodyAccJerk-std()-X" -0.133586606326316
"7164" "WALKING" 1 "fBodyAccJerk-std()-Y" 0.106739857136
"7165" "WALKING" 1 "fBodyAccJerk-std()-Z" -0.534713440421053
"7166" "WALKING" 1 "fBodyAccJerk-meanFreq()-X" -0.209261973376842
"7167" "WALKING" 1 "fBodyAccJerk-meanFreq()-Y" -0.386237143210526
"7168" "WALKING" 1 "fBodyAccJerk-meanFreq()-Z" -0.185530281244211
"7169" "WALKING" 1 "fBodyGyro-mean()-X" -0.339032197115789
"7170" "WALKING" 1 "fBodyGyro-mean()-Y" -0.103059416434737
"7171" "WALKING" 1 "fBodyGyro-mean()-Z" -0.255940940315789
"7172" "WALKING" 1 "fBodyGyro-std()-X" -0.516691938736842
"7173" "WALKING" 1 "fBodyGyro-std()-Y" -0.0335081597884211
"7174" "WALKING" 1 "fBodyGyro-std()-Z" -0.436562227473684
"7175" "WALKING" 1 "fBodyGyro-meanFreq()-X" 0.0147844986621053
"7176" "WALKING" 1 "fBodyGyro-meanFreq()-Y" -0.0657746190010526
"7177" "WALKING" 1 "fBodyGyro-meanFreq()-Z" 0.00077332156431579
"7178" "WALKING" 1 "fBodyAccMag-mean()" -0.128623450629474
"7179" "WALKING" 1 "fBodyAccMag-std()" -0.398032586842105
"7180" "WALKING" 1 "fBodyAccMag-meanFreq()" 0.1906437244
"7181" "WALKING" 1 "fBodyBodyAccJerkMag-mean()" -0.0571194000343158
"7182" "WALKING" 1 "fBodyBodyAccJerkMag-std()" -0.103492403002105
"7183" "WALKING" 1 "fBodyBodyAccJerkMag-meanFreq()" 0.0938221807027368
"7184" "WALKING" 1 "fBodyBodyGyroMag-mean()" -0.199252568986316
"7185" "WALKING" 1 "fBodyBodyGyroMag-std()" -0.321017953894737
"7186" "WALKING" 1 "fBodyBodyGyroMag-meanFreq()" 0.268844367525895
"7187" "WALKING" 1 "fBodyBodyGyroJerkMag-mean()" -0.319308593778947
"7188" "WALKING" 1 "fBodyBodyGyroJerkMag-std()" -0.381601911789474
"7189" "WALKING" 1 "fBodyBodyGyroJerkMag-meanFreq()" 0.190663448793684
"7190" "WALKING" 2 "tBodyAcc-mean()-X" 0.276426586440678
"7191" "WALKING" 2 "tBodyAcc-mean()-Y" -0.0185949199145763
"7192" "WALKING" 2 "tBodyAcc-mean()-Z" -0.105500357966102
"7193" "WALKING" 2 "tBodyAcc-std()-X" -0.423642838474576
"7194" "WALKING" 2 "tBodyAcc-std()-Y" -0.0780912533118644
"7195" "WALKING" 2 "tBodyAcc-std()-Z" -0.425257524915254
"7196" "WALKING" 2 "tGravityAcc-mean()-X" 0.91301733338983
"7197" "WALKING" 2 "tGravityAcc-mean()-Y" -0.34660709
"7198" "WALKING" 2 "tGravityAcc-mean()-Z" 0.0847270871186441
"7199" "WALKING" 2 "tGravityAcc-std()-X" -0.972693201355932
"7200" "WALKING" 2 "tGravityAcc-std()-Y" -0.972116879661017
"7201" "WALKING" 2 "tGravityAcc-std()-Z" -0.972072847627119
"7202" "WALKING" 2 "tBodyAccJerk-mean()-X" 0.0618080696279661
"7203" "WALKING" 2 "tBodyAccJerk-mean()-Y" 0.0182492679288136
"7204" "WALKING" 2 "tBodyAccJerk-mean()-Z" 0.00789533706610169
"7205" "WALKING" 2 "tBodyAccJerk-std()-X" -0.277530462620339
"7206" "WALKING" 2 "tBodyAccJerk-std()-Y" -0.0166022362847458
"7207" "WALKING" 2 "tBodyAccJerk-std()-Z" -0.586090418983051
"7208" "WALKING" 2 "tBodyGyro-mean()-X" -0.0530258157347458
"7209" "WALKING" 2 "tBodyGyro-mean()-Y" -0.0482382316949153
"7210" "WALKING" 2 "tBodyGyro-mean()-Z" 0.0828336633220339
"7211" "WALKING" 2 "tBodyGyro-std()-X" -0.561550255762712
"7212" "WALKING" 2 "tBodyGyro-std()-Y" -0.53845366779661
"7213" "WALKING" 2 "tBodyGyro-std()-Z" -0.481085535084746
"7214" "WALKING" 2 "tBodyGyroJerk-mean()-X" -0.0818833429152542
"7215" "WALKING" 2 "tBodyGyroJerk-mean()-Y" -0.0538299449067797
"7216" "WALKING" 2 "tBodyGyroJerk-mean()-Z" -0.0514939156830508
"7217" "WALKING" 2 "tBodyGyroJerk-std()-X" -0.389549831525424
"7218" "WALKING" 2 "tBodyGyroJerk-std()-Y" -0.634140436101695
"7219" "WALKING" 2 "tBodyGyroJerk-std()-Z" -0.435492677288136
"7220" "WALKING" 2 "tBodyAccMag-mean()" -0.290407593728814
"7221" "WALKING" 2 "tBodyAccMag-std()" -0.422544169322034
"7222" "WALKING" 2 "tGravityAccMag-mean()" -0.290407593728814
"7223" "WALKING" 2 "tGravityAccMag-std()" -0.422544169322034
"7224" "WALKING" 2 "tBodyAccJerkMag-mean()" -0.281424153881356
"7225" "WALKING" 2 "tBodyAccJerkMag-std()" -0.164150985127119
"7226" "WALKING" 2 "tBodyGyroMag-mean()" -0.446549092881356
"7227" "WALKING" 2 "tBodyGyroMag-std()" -0.553019916271186
"7228" "WALKING" 2 "tBodyGyroJerkMag-mean()" -0.547911950338983
"7229" "WALKING" 2 "tBodyGyroJerkMag-std()" -0.557798151355932
"7230" "WALKING" 2 "fBodyAcc-mean()-X" -0.346048161016949
"7231" "WALKING" 2 "fBodyAcc-mean()-Y" -0.0219048103322034
"7232" "WALKING" 2 "fBodyAcc-mean()-Z" -0.453806369830508
"7233" "WALKING" 2 "fBodyAcc-std()-X" -0.457651383728814
"7234" "WALKING" 2 "fBodyAcc-std()-Y" -0.16921968620339
"7235" "WALKING" 2 "fBodyAcc-std()-Z" -0.455222146440678
"7236" "WALKING" 2 "fBodyAcc-meanFreq()-X" -0.14579548970339
"7237" "WALKING" 2 "fBodyAcc-meanFreq()-Y" 0.198586466508475
"7238" "WALKING" 2 "fBodyAcc-meanFreq()-Z" 0.0688995208186441
"7239" "WALKING" 2 "fBodyAccJerk-mean()-X" -0.304615322881356
"7240" "WALKING" 2 "fBodyAccJerk-mean()-Y" -0.0787640836610169
"7241" "WALKING" 2 "fBodyAccJerk-mean()-Z" -0.554956709661017
"7242" "WALKING" 2 "fBodyAccJerk-std()-X" -0.31431306340678
"7243" "WALKING" 2 "fBodyAccJerk-std()-Y" -0.0153329520084746
"7244" "WALKING" 2 "fBodyAccJerk-std()-Z" -0.615898188474576
"7245" "WALKING" 2 "fBodyAccJerk-meanFreq()-X" -0.0727101584479661
"7246" "WALKING" 2 "fBodyAccJerk-meanFreq()-Y" -0.263574018186441
"7247" "WALKING" 2 "fBodyAccJerk-meanFreq()-Z" -0.254846438755932
"7248" "WALKING" 2 "fBodyGyro-mean()-X" -0.429713536101695
"7249" "WALKING" 2 "fBodyGyro-mean()-Y" -0.55477211220339
"7250" "WALKING" 2 "fBodyGyro-mean()-Z" -0.396659907457627
"7251" "WALKING" 2 "fBodyGyro-std()-X" -0.604053019152542
"7252" "WALKING" 2 "fBodyGyro-std()-Y" -0.533046952542373
"7253" "WALKING" 2 "fBodyGyro-std()-Z" -0.559856635084746
"7254" "WALKING" 2 "fBodyGyro-meanFreq()-X" 0.00727967988474576
"7255" "WALKING" 2 "fBodyGyro-meanFreq()-Y" -0.0427009322372881
"7256" "WALKING" 2 "fBodyGyro-meanFreq()-Z" 0.139752115269492
"7257" "WALKING" 2 "fBodyAccMag-mean()" -0.324289427932203
"7258" "WALKING" 2 "fBodyAccMag-std()" -0.577105211694915
"7259" "WALKING" 2 "fBodyAccMag-meanFreq()" 0.393206208305085
"7260" "WALKING" 2 "fBodyBodyAccJerkMag-mean()" -0.169064352813559
"7261" "WALKING" 2 "fBodyBodyAccJerkMag-std()" -0.164091969449153
"7262" "WALKING" 2 "fBodyBodyAccJerkMag-meanFreq()" 0.20750092670339
"7263" "WALKING" 2 "fBodyBodyGyroMag-mean()" -0.530704814745763
"7264" "WALKING" 2 "fBodyBodyGyroMag-std()" -0.651792839661017
"7265" "WALKING" 2 "fBodyBodyGyroMag-meanFreq()" 0.305283825254237
"7266" "WALKING" 2 "fBodyBodyGyroJerkMag-mean()" -0.583249293389831
"7267" "WALKING" 2 "fBodyBodyGyroJerkMag-std()" -0.558104554745763
"7268" "WALKING" 2 "fBodyBodyGyroJerkMag-meanFreq()" 0.126344614439492
"7269" "WALKING" 3 "tBodyAcc-mean()-X" 0.275567462068966
"7270" "WALKING" 3 "tBodyAcc-mean()-Y" -0.0171767844203448
"7271" "WALKING" 3 "tBodyAcc-mean()-Z" -0.112674859827586
"7272" "WALKING" 3 "tBodyAcc-std()-X" -0.360356726034483
"7273" "WALKING" 3 "tBodyAcc-std()-Y" -0.0699140652103448
"7274" "WALKING" 3 "tBodyAcc-std()-Z" -0.387411994310345
"7275" "WALKING" 3 "tGravityAcc-mean()-X" 0.936506743275862
"7276" "WALKING" 3 "tGravityAcc-mean()-Y" -0.261986357931034
"7277" "WALKING" 3 "tGravityAcc-mean()-Z" -0.138107866258621
"7278" "WALKING" 3 "tGravityAcc-std()-X" -0.97777159137931
"7279" "WALKING" 3 "tGravityAcc-std()-Y" -0.962355639482759
"7280" "WALKING" 3 "tGravityAcc-std()-Z" -0.952091795
"7281" "WALKING" 3 "tBodyAccJerk-mean()-X" 0.0814745882660345
"7282" "WALKING" 3 "tBodyAccJerk-mean()-Y" 0.0100591485
"7283" "WALKING" 3 "tBodyAccJerk-mean()-Z" -0.00562264594827586
"7284" "WALKING" 3 "tBodyAccJerk-std()-X" -0.26867964387931
"7285" "WALKING" 3 "tBodyAccJerk-std()-Y" -0.0449619594258621
"7286" "WALKING" 3 "tBodyAccJerk-std()-Z" -0.52948611637931
"7287" "WALKING" 3 "tBodyGyro-mean()-X" -0.0256405192517241
"7288" "WALKING" 3 "tBodyGyro-mean()-Y" -0.0779150937413793
"7289" "WALKING" 3 "tBodyGyro-mean()-Z" 0.0813485942827586
"7290" "WALKING" 3 "tBodyGyro-std()-X" -0.571869560172414
"7291" "WALKING" 3 "tBodyGyro-std()-Y" -0.563793260172414
"7292" "WALKING" 3 "tBodyGyro-std()-Z" -0.476696411551724
"7293" "WALKING" 3 "tBodyGyroJerk-mean()-X" -0.0952398165017241
"7294" "WALKING" 3 "tBodyGyroJerk-mean()-Y" -0.0387874651724138
"7295" "WALKING" 3 "tBodyGyroJerk-mean()-Z" -0.0503616100815517
"7296" "WALKING" 3 "tBodyGyroJerk-std()-X" -0.385922986034483
"7297" "WALKING" 3 "tBodyGyroJerk-std()-Y" -0.639087984137931
"7298" "WALKING" 3 "tBodyGyroJerk-std()-Z" -0.536664080344828
"7299" "WALKING" 3 "tBodyAccMag-mean()" -0.254690333275862
"7300" "WALKING" 3 "tBodyAccMag-std()" -0.328428936551724
"7301" "WALKING" 3 "tGravityAccMag-mean()" -0.254690333275862
"7302" "WALKING" 3 "tGravityAccMag-std()" -0.328428936551724
"7303" "WALKING" 3 "tBodyAccJerkMag-mean()" -0.280009317413793
"7304" "WALKING" 3 "tBodyAccJerkMag-std()" -0.139916355325862
"7305" "WALKING" 3 "tBodyGyroMag-mean()" -0.466411754137931
"7306" "WALKING" 3 "tBodyGyroMag-std()" -0.561510683275862
"7307" "WALKING" 3 "tBodyGyroJerkMag-mean()" -0.566135217931034
"7308" "WALKING" 3 "tBodyGyroJerkMag-std()" -0.567371560862069
"7309" "WALKING" 3 "fBodyAcc-mean()-X" -0.316614011689655
"7310" "WALKING" 3 "fBodyAcc-mean()-Y" -0.0813024353275862
"7311" "WALKING" 3 "fBodyAcc-mean()-Z" -0.412374074482759
"7312" "WALKING" 3 "fBodyAcc-std()-X" -0.379276781206897
"7313" "WALKING" 3 "fBodyAcc-std()-Y" -0.124030832001724
"7314" "WALKING" 3 "fBodyAcc-std()-Z" -0.422998473965517
"7315" "WALKING" 3 "fBodyAcc-meanFreq()-X" -0.246614196618966
"7316" "WALKING" 3 "fBodyAcc-meanFreq()-Y" 0.171743003017241
"7317" "WALKING" 3 "fBodyAcc-meanFreq()-Z" 0.0748536557377586
"7318" "WALKING" 3 "fBodyAccJerk-mean()-X" -0.304694442551724
"7319" "WALKING" 3 "fBodyAccJerk-mean()-Y" -0.140508590224138
"7320" "WALKING" 3 "fBodyAccJerk-mean()-Z" -0.514137255344828
"7321" "WALKING" 3 "fBodyAccJerk-std()-X" -0.296596633103448
"7322" "WALKING" 3 "fBodyAccJerk-std()-Y" -0.00561498755362069
"7323" "WALKING" 3 "fBodyAccJerk-std()-Z" -0.543529108103448
"7324" "WALKING" 3 "fBodyAccJerk-meanFreq()-X" -0.216042668103448
"7325" "WALKING" 3 "fBodyAccJerk-meanFreq()-Y" -0.258667984862069
"7326" "WALKING" 3 "fBodyAccJerk-meanFreq()-Z" -0.346946648103448
"7327" "WALKING" 3 "fBodyGyro-mean()-X" -0.437845763793103
"7328" "WALKING" 3 "fBodyGyro-mean()-Y" -0.561526265344828
"7329" "WALKING" 3 "fBodyGyro-mean()-Z" -0.418126217413793
"7330" "WALKING" 3 "fBodyGyro-std()-X" -0.615121369827586
"7331" "WALKING" 3 "fBodyGyro-std()-Y" -0.568888673448276
"7332" "WALKING" 3 "fBodyGyro-std()-Z" -0.545896388103448
"7333" "WALKING" 3 "fBodyGyro-meanFreq()-X" 0.0337596901293103
"7334" "WALKING" 3 "fBodyGyro-meanFreq()-Y" -0.0379896505362069
"7335" "WALKING" 3 "fBodyGyro-meanFreq()-Z" -0.0445079738913793
"7336" "WALKING" 3 "fBodyAccMag-mean()" -0.290031535172414
"7337" "WALKING" 3 "fBodyAccMag-std()" -0.456373080862069
"7338" "WALKING" 3 "fBodyAccMag-meanFreq()" 0.113494312836207
"7339" "WALKING" 3 "fBodyBodyAccJerkMag-mean()" -0.186764516965517
"7340" "WALKING" 3 "fBodyBodyAccJerkMag-std()" -0.0898519904044828
"7341" "WALKING" 3 "fBodyBodyAccJerkMag-meanFreq()" -0.11716398312069
"7342" "WALKING" 3 "fBodyBodyGyroMag-mean()" -0.569755772241379
"7343" "WALKING" 3 "fBodyBodyGyroMag-std()" -0.632643292931034
"7344" "WALKING" 3 "fBodyBodyGyroMag-meanFreq()" 0.180946463034483
"7345" "WALKING" 3 "fBodyBodyGyroJerkMag-mean()" -0.607751646034483
"7346" "WALKING" 3 "fBodyBodyGyroJerkMag-std()" -0.549087007931034
"7347" "WALKING" 3 "fBodyBodyGyroJerkMag-meanFreq()" 0.0457622957586207
"7348" "WALKING" 4 "tBodyAcc-mean()-X" 0.278582015166667
"7349" "WALKING" 4 "tBodyAcc-mean()-Y" -0.0148399475341667
"7350" "WALKING" 4 "tBodyAcc-mean()-Z" -0.11140306485
"7351" "WALKING" 4 "tBodyAcc-std()-X" -0.440829971333333
"7352" "WALKING" 4 "tBodyAcc-std()-Y" -0.0788267367683333
"7353" "WALKING" 4 "tBodyAcc-std()-Z" -0.586252806833333
"7354" "WALKING" 4 "tGravityAcc-mean()-X" 0.963999696833333
"7355" "WALKING" 4 "tGravityAcc-mean()-Y" -0.0858540265666667
"7356" "WALKING" 4 "tGravityAcc-mean()-Z" 0.127764112666667
